"Station","DBKEY","Daily.Date","Data.Value","Qualifier","Revision.Date","Date"
"S191_S","91429",2024-03-18,0,"",2024-03-26,2024-03-18
"S191_S","91429",2024-03-19,0,"",2024-03-26,2024-03-19
"S191_S","91429",2024-03-20,0,"",2024-03-26,2024-03-20
"S191_S","91429",2024-03-21,0,"",2024-03-26,2024-03-21
"S191_S","91429",2024-03-22,0,"",2024-03-26,2024-03-22
"S191_S","91429",2024-03-23,0,"",2024-03-26,2024-03-23
"S191_S","91429",2024-03-24,0,"",2024-03-26,2024-03-24
"S191_S","91429",2024-03-25,0,"",2024-04-05,2024-03-25
"S191_S","91429",2024-03-26,0,"",2024-04-05,2024-03-26
"S191_S","91429",2024-03-27,0,"",2024-04-05,2024-03-27
"S191_S","91429",2024-03-28,14.28,"",2024-04-05,2024-03-28
"S191_S","91429",2024-03-29,0,"",2024-04-05,2024-03-29
"S191_S","91429",2024-03-30,0,"",2024-04-05,2024-03-30
"S191_S","91429",2024-03-31,0,"",2024-04-05,2024-03-31
"S191_S","91429",2024-04-01,0,"",2024-04-05,2024-04-01
"S191_S","91429",2024-04-02,0,"",2024-04-05,2024-04-02
"S191_S","91429",2024-04-03,0,"",2024-04-05,2024-04-03
"S191_S","91429",2024-04-04,0,"",2024-04-16,2024-04-04
"S191_S","91429",2024-04-05,0,"",2024-04-16,2024-04-05
"S191_S","91429",2024-04-06,0,"",2024-04-16,2024-04-06
"S191_S","91429",2024-04-07,0,"",2024-04-16,2024-04-07
"S191_S","91429",2024-04-08,0,"",2024-04-16,2024-04-08
"S191_S","91429",2024-04-09,0,"",2024-04-16,2024-04-09
"S191_S","91429",2024-04-10,0,"",2024-04-16,2024-04-10
"S191_S","91429",2024-04-11,0,"",2024-04-16,2024-04-11
"S191_S","91429",2024-04-12,0,"",2024-04-16,2024-04-12
"S191_S","91429",2024-04-13,0,"",2024-04-16,2024-04-13
"S191_S","91429",2024-04-14,0,"",2024-04-16,2024-04-14
"S191_S","91429",2024-04-15,0,"",2024-04-26,2024-04-15
"S191_S","91429",2024-04-16,0,"",2024-04-26,2024-04-16
"S191_S","91429",2024-04-17,0,"",2024-04-26,2024-04-17
"S191_S","91429",2024-04-18,0,"",2024-04-26,2024-04-18
"S191_S","91429",2024-04-19,0,"",2024-04-26,2024-04-19
"S191_S","91429",2024-04-20,0,"E",2024-05-15,2024-04-20
"S191_S","91429",2024-04-21,0,"E",2024-05-15,2024-04-21
"S191_S","91429",2024-04-22,0,"E",2024-05-15,2024-04-22
"S191_S","91429",2024-04-23,0,"E",2024-05-15,2024-04-23
"S191_S","91429",2024-04-24,0,"E",2024-05-15,2024-04-24
"S191_S","91429",2024-04-25,0,"E",2024-05-15,2024-04-25
"S191_S","91429",2024-04-26,0,"E",2024-05-15,2024-04-26
"S191_S","91429",2024-04-27,0,"E",2024-05-15,2024-04-27
"S191_S","91429",2024-04-28,0,"E",2024-05-15,2024-04-28
"S191_S","91429",2024-04-29,0,"E",2024-05-15,2024-04-29
"S191_S","91429",2024-04-30,0,"",2024-05-15,2024-04-30
"S191_S","91429",2024-05-01,0,"",2024-05-15,2024-05-01
"S191_S","91429",2024-05-02,0,"E",2024-05-15,2024-05-02
"S191_S","91429",2024-05-03,0,"",2024-05-15,2024-05-03
"S191_S","91429",2024-05-04,0,"",2024-05-15,2024-05-04
"S191_S","91429",2024-05-05,0,"",2024-05-15,2024-05-05
"S191_S","91429",2024-05-06,0,"",2024-05-15,2024-05-06
"S191_S","91429",2024-05-07,0,"",2024-05-15,2024-05-07
"S191_S","91429",2024-05-08,0,"",2024-05-15,2024-05-08
"S191_S","91429",2024-05-09,0,"",2024-05-15,2024-05-09
"S191_S","91429",2024-05-10,0,"",2024-05-15,2024-05-10
"S191_S","91429",2024-05-11,0,"",2024-05-15,2024-05-11
"S191_S","91429",2024-05-12,0,"",2024-05-15,2024-05-12
"S191_S","91429",2024-05-13,0,"",2024-05-15,2024-05-13
"S191_S","91429",2024-05-14,0,"",2024-05-28,2024-05-14
"S191_S","91429",2024-05-15,0,"",2024-05-28,2024-05-15
"S191_S","91429",2024-05-16,0,"",2024-05-28,2024-05-16
"S191_S","91429",2024-05-17,0,"",2024-05-28,2024-05-17
"S191_S","91429",2024-05-18,0,"",2024-05-28,2024-05-18
"S191_S","91429",2024-05-19,0,"",2024-05-28,2024-05-19
"S191_S","91429",2024-05-20,0,"",2024-05-28,2024-05-20
"S191_S","91429",2024-05-21,0.31,"",2024-05-28,2024-05-21
"S191_S","91429",2024-05-22,0,"",2024-05-28,2024-05-22
"S191_S","91429",2024-05-23,0,"",2024-05-28,2024-05-23
"S191_S","91429",2024-05-24,0,"",2024-05-28,2024-05-24
"S191_S","91429",2024-05-25,0,"",2024-05-28,2024-05-25
"S191_S","91429",2024-05-26,0,"",2024-05-28,2024-05-26
"S191_S","91429",2024-05-27,0,"",2024-06-05,2024-05-27
"S191_S","91429",2024-05-28,0,"",2024-06-05,2024-05-28
"S191_S","91429",2024-05-29,0,"",2024-06-05,2024-05-29
"S191_S","91429",2024-05-30,0,"",2024-06-05,2024-05-30
"S191_S","91429",2024-05-31,0,"E",2024-06-05,2024-05-31
"S191_S","91429",2024-06-01,0,"",2024-06-05,2024-06-01
"S191_S","91429",2024-06-02,0,"",2024-06-05,2024-06-02
"S191_S","91429",2024-06-03,0,"",2024-06-10,2024-06-03
"S191_S","91429",2024-06-04,0,"",2024-06-10,2024-06-04
"S191_S","91429",2024-06-05,0,"",2024-06-10,2024-06-05
"S191_S","91429",2024-06-06,0,"",2024-06-10,2024-06-06
"S191_S","91429",2024-06-07,0,"",2024-06-10,2024-06-07
"S191_S","91429",2024-06-08,0,"",2024-06-10,2024-06-08
"S191_S","91429",2024-06-09,0,"",2024-06-25,2024-06-09
"S191_S","91429",2024-06-10,0,"",2024-06-25,2024-06-10
"S191_S","91429",2024-06-11,0,"",2024-06-25,2024-06-11
"S191_S","91429",2024-06-12,59.72,"",2024-06-25,2024-06-12
"S191_S","91429",2024-06-13,97.5,"",2024-06-25,2024-06-13
"S191_S","91429",2024-06-14,55.45,"",2024-06-25,2024-06-14
"S191_S","91429",2024-06-15,73.87,"",2024-06-25,2024-06-15
"S191_S","91429",2024-06-16,0,"",2024-06-25,2024-06-16
"S191_S","91429",2024-06-17,71.65,"",2024-06-25,2024-06-17
"S191_S","91429",2024-06-18,0,"",2024-06-25,2024-06-18
"S191_S","91429",2024-06-19,0,"",2024-06-25,2024-06-19
"S191_S","91429",2024-06-20,0,"",2024-06-25,2024-06-20
"S191_S","91429",2024-06-21,0,"",2024-06-25,2024-06-21
"S191_S","91429",2024-06-22,0,"",2024-06-25,2024-06-22
"S191_S","91429",2024-06-23,0,"",2024-06-25,2024-06-23
"S191_S","91429",2024-06-24,0,"",2024-07-11,2024-06-24
"S191_S","91429",2024-06-25,0,"",2024-07-11,2024-06-25
"S191_S","91429",2024-06-26,0,"",2024-07-11,2024-06-26
"S191_S","91429",2024-06-27,0,"",2024-07-11,2024-06-27
"S191_S","91429",2024-06-28,76.18,"",2024-07-11,2024-06-28
"S191_S","91429",2024-06-29,430.72,"",2024-07-11,2024-06-29
"S191_S","91429",2024-06-30,503.9,"E",2024-07-11,2024-06-30
"S191_S","91429",2024-07-01,664.46,"",2024-07-11,2024-07-01
"S191_S","91429",2024-07-02,304.94,"",2024-07-11,2024-07-02
"S191_S","91429",2024-07-03,333.59,"",2024-07-11,2024-07-03
"S191_S","91429",2024-07-04,390.83,"",2024-07-11,2024-07-04
"S191_S","91429",2024-07-05,242.98,"",2024-07-11,2024-07-05
"S191_S","91429",2024-07-06,57.42,"",2024-07-11,2024-07-06
"S191_S","91429",2024-07-07,0,"",2024-07-11,2024-07-07
"S191_S","91429",2024-07-08,0,"",2024-07-11,2024-07-08
"S191_S","91429",2024-07-09,0,"",2024-07-19,2024-07-09
"S191_S","91429",2024-07-10,0,"",2024-07-19,2024-07-10
"S191_S","91429",2024-07-11,0,"",2024-07-19,2024-07-11
"S191_S","91429",2024-07-12,0,"",2024-07-19,2024-07-12
"S191_S","91429",2024-07-13,0,"",2024-07-19,2024-07-13
"S191_S","91429",2024-07-14,97.96,"",2024-07-19,2024-07-14
"S191_S","91429",2024-07-15,0,"",2024-07-19,2024-07-15
"S191_S","91429",2024-07-16,0,"",2024-07-19,2024-07-16
"S191_S","91429",2024-07-17,0,"",2024-07-19,2024-07-17
"S191_S","91429",2024-07-18,0,"",2024-07-26,2024-07-18
"S191_S","91429",2024-07-19,0,"",2024-07-26,2024-07-19
"S191_S","91429",2024-07-20,31.33,"",2024-07-26,2024-07-20
"S191_S","91429",2024-07-21,58.8,"E",2024-07-26,2024-07-21
"S191_S","91429",2024-07-22,20.97,"E",2024-07-26,2024-07-22
"S191_S","91429",2024-07-23,0,"",2024-07-26,2024-07-23
"S191_S","91429",2024-07-24,0,"",2024-07-26,2024-07-24
"S191_S","91429",2024-07-25,44.09,"",2024-08-05,2024-07-25
"S191_S","91429",2024-07-26,0,"",2024-08-05,2024-07-26
"S191_S","91429",2024-07-27,0,"",2024-08-05,2024-07-27
"S191_S","91429",2024-07-28,0,"",2024-08-05,2024-07-28
"S191_S","91429",2024-07-29,0,"",2024-08-05,2024-07-29
"S191_S","91429",2024-07-30,0,"",2024-08-05,2024-07-30
"S191_S","91429",2024-07-31,0,"",2024-08-05,2024-07-31
"S191_S","91429",2024-08-01,184.1,"",2024-08-05,2024-08-01
"S191_S","91429",2024-08-02,142.14,"",2024-08-05,2024-08-02
"S191_S","91429",2024-08-03,191.37,"",2024-08-05,2024-08-03
"S191_S","91429",2024-08-04,259.83,"",2024-08-12,2024-08-04
"S191_S","91429",2024-08-05,441.66,"",2024-08-12,2024-08-05
"S191_S","91429",2024-08-06,486.51,"",2024-08-12,2024-08-06
"S191_S","91429",2024-08-07,603.42,"",2024-08-12,2024-08-07
"S191_S","91429",2024-08-08,439.79,"",2024-08-12,2024-08-08
"S191_S","91429",2024-08-09,249.38,"",2024-08-12,2024-08-09
"S191_S","91429",2024-08-10,265.17,"",2024-08-12,2024-08-10
"S191_S","91429",2024-08-11,456.75,"",2024-08-19,2024-08-11
"S191_S","91429",2024-08-12,214.26,"",2024-08-19,2024-08-12
"S191_S","91429",2024-08-13,135.9,"",2024-08-19,2024-08-13
"S191_S","91429",2024-08-14,179.3,"",2024-08-19,2024-08-14
"S191_S","91429",2024-08-15,342.49,"",2024-08-19,2024-08-15
"S191_S","91429",2024-08-16,902.94,"PT",2024-08-19,2024-08-16
"S191_S","91429",2024-08-17,NA,"M",2024-08-19,2024-08-17
"S191_S","91429",2024-08-18,NA,"P",2024-08-19,2024-08-18
"S191_S","91429",2024-08-19,169.63,"P",2024-08-20,2024-08-19
"S191_S","15639",2021-05-01,0,"",2021-08-30,2021-05-01
"S191_S","15639",2021-05-02,0,"",2021-08-30,2021-05-02
"S191_S","15639",2021-05-03,0,"",2021-08-30,2021-05-03
"S191_S","15639",2021-05-04,0,"",2021-08-30,2021-05-04
"S191_S","15639",2021-05-05,0,"",2021-08-30,2021-05-05
"S191_S","15639",2021-05-06,0,"",2021-08-30,2021-05-06
"S191_S","15639",2021-05-07,0,"",2021-08-30,2021-05-07
"S191_S","15639",2021-05-08,0,"",2021-08-30,2021-05-08
"S191_S","15639",2021-05-09,0,"",2021-08-30,2021-05-09
"S191_S","15639",2021-05-10,0,"",2021-08-30,2021-05-10
"S191_S","15639",2021-05-11,0,"",2021-08-30,2021-05-11
"S191_S","15639",2021-05-12,0,"",2021-08-30,2021-05-12
"S191_S","15639",2021-05-13,0,"",2021-08-30,2021-05-13
"S191_S","15639",2021-05-14,0,"",2021-08-30,2021-05-14
"S191_S","15639",2021-05-15,0,"",2021-08-30,2021-05-15
"S191_S","15639",2021-05-16,0,"",2021-08-30,2021-05-16
"S191_S","15639",2021-05-17,0,"",2021-08-30,2021-05-17
"S191_S","15639",2021-05-18,0,"",2021-08-30,2021-05-18
"S191_S","15639",2021-05-19,0,"",2021-08-30,2021-05-19
"S191_S","15639",2021-05-20,0,"",2021-08-30,2021-05-20
"S191_S","15639",2021-05-21,0,"",2021-08-30,2021-05-21
"S191_S","15639",2021-05-22,0,"",2021-08-30,2021-05-22
"S191_S","15639",2021-05-23,0,"",2021-08-30,2021-05-23
"S191_S","15639",2021-05-24,0,"",2021-08-30,2021-05-24
"S191_S","15639",2021-05-25,0,"",2021-08-30,2021-05-25
"S191_S","15639",2021-05-26,0,"",2021-08-30,2021-05-26
"S191_S","15639",2021-05-27,1.7,"",2021-08-30,2021-05-27
"S191_S","15639",2021-05-28,0,"",2021-08-30,2021-05-28
"S191_S","15639",2021-05-29,0,"",2021-08-30,2021-05-29
"S191_S","15639",2021-05-30,0,"",2021-08-30,2021-05-30
"S191_S","15639",2021-05-31,0,"",2021-08-30,2021-05-31
"S191_S","15639",2021-06-01,0,"",2021-08-30,2021-06-01
"S191_S","15639",2021-06-02,0,"",2021-08-30,2021-06-02
"S191_S","15639",2021-06-03,0,"",2021-08-30,2021-06-03
"S191_S","15639",2021-06-04,0,"",2021-08-30,2021-06-04
"S191_S","15639",2021-06-05,0,"",2021-08-30,2021-06-05
"S191_S","15639",2021-06-06,0,"",2021-08-30,2021-06-06
"S191_S","15639",2021-06-07,0,"",2021-08-30,2021-06-07
"S191_S","15639",2021-06-08,0,"",2021-08-30,2021-06-08
"S191_S","15639",2021-06-09,0,"",2021-08-30,2021-06-09
"S191_S","15639",2021-06-10,0,"",2021-08-30,2021-06-10
"S191_S","15639",2021-06-11,0,"",2021-08-30,2021-06-11
"S191_S","15639",2021-06-12,0,"",2021-08-30,2021-06-12
"S191_S","15639",2021-06-13,0,"",2021-08-30,2021-06-13
"S191_S","15639",2021-06-14,0,"",2021-08-30,2021-06-14
"S191_S","15639",2021-06-15,0,"",2021-08-30,2021-06-15
"S191_S","15639",2021-06-16,0,"",2021-08-30,2021-06-16
"S191_S","15639",2021-06-17,0,"",2021-08-30,2021-06-17
"S191_S","15639",2021-06-18,0,"",2021-08-30,2021-06-18
"S191_S","15639",2021-06-19,0,"",2021-08-30,2021-06-19
"S191_S","15639",2021-06-20,0,"",2021-08-30,2021-06-20
"S191_S","15639",2021-06-21,0,"",2021-08-30,2021-06-21
"S191_S","15639",2021-06-22,0,"",2021-08-30,2021-06-22
"S191_S","15639",2021-06-23,0,"",2021-08-30,2021-06-23
"S191_S","15639",2021-06-24,0,"",2021-08-30,2021-06-24
"S191_S","15639",2021-06-25,0,"E",2021-08-30,2021-06-25
"S191_S","15639",2021-06-26,0,"",2021-08-30,2021-06-26
"S191_S","15639",2021-06-27,0,"",2021-08-30,2021-06-27
"S191_S","15639",2021-06-28,0,"",2021-08-30,2021-06-28
"S191_S","15639",2021-06-29,0,"",2021-08-30,2021-06-29
"S191_S","15639",2021-06-30,0,"",2021-08-30,2021-06-30
"S191_S","15639",2021-07-01,101.77,"",2021-12-03,2021-07-01
"S191_S","15639",2021-07-02,0,"",2021-12-03,2021-07-02
"S191_S","15639",2021-07-03,78.55,"",2021-12-03,2021-07-03
"S191_S","15639",2021-07-04,52.33,"",2021-12-03,2021-07-04
"S191_S","15639",2021-07-05,102.07,"",2021-12-03,2021-07-05
"S191_S","15639",2021-07-06,514.37,"",2021-12-03,2021-07-06
"S191_S","15639",2021-07-07,294.87,"",2021-12-03,2021-07-07
"S191_S","15639",2021-07-08,238.56,"",2021-12-03,2021-07-08
"S191_S","15639",2021-07-09,372.38,"",2021-12-03,2021-07-09
"S191_S","15639",2021-07-10,202.66,"",2021-12-03,2021-07-10
"S191_S","15639",2021-07-11,211.84,"E",2021-12-03,2021-07-11
"S191_S","15639",2021-07-12,517.54,"",2021-12-03,2021-07-12
"S191_S","15639",2021-07-13,235.24,"",2021-12-03,2021-07-13
"S191_S","15639",2021-07-14,286.16,"",2021-12-03,2021-07-14
"S191_S","15639",2021-07-15,115.08,"",2021-12-03,2021-07-15
"S191_S","15639",2021-07-16,90.14,"",2021-12-03,2021-07-16
"S191_S","15639",2021-07-17,0,"",2021-12-03,2021-07-17
"S191_S","15639",2021-07-18,0,"",2021-12-03,2021-07-18
"S191_S","15639",2021-07-19,0,"",2021-12-03,2021-07-19
"S191_S","15639",2021-07-20,0,"",2021-12-03,2021-07-20
"S191_S","15639",2021-07-21,0,"",2021-12-03,2021-07-21
"S191_S","15639",2021-07-22,0,"",2021-12-03,2021-07-22
"S191_S","15639",2021-07-23,0,"",2021-12-03,2021-07-23
"S191_S","15639",2021-07-24,0,"",2021-12-03,2021-07-24
"S191_S","15639",2021-07-25,0,"",2021-12-03,2021-07-25
"S191_S","15639",2021-07-26,0,"",2021-12-03,2021-07-26
"S191_S","15639",2021-07-27,0.09,"",2021-12-03,2021-07-27
"S191_S","15639",2021-07-28,0,"",2021-12-03,2021-07-28
"S191_S","15639",2021-07-29,0,"",2021-12-03,2021-07-29
"S191_S","15639",2021-07-30,0,"",2021-12-03,2021-07-30
"S191_S","15639",2021-07-31,0,"",2021-12-03,2021-07-31
"S191_S","15639",2021-08-01,0,"",2021-12-03,2021-08-01
"S191_S","15639",2021-08-02,0,"",2021-12-03,2021-08-02
"S191_S","15639",2021-08-03,0,"",2021-12-03,2021-08-03
"S191_S","15639",2021-08-04,129.62,"",2021-12-03,2021-08-04
"S191_S","15639",2021-08-05,105.16,"",2021-12-03,2021-08-05
"S191_S","15639",2021-08-06,120.45,"",2021-12-03,2021-08-06
"S191_S","15639",2021-08-07,90.67,"",2021-12-03,2021-08-07
"S191_S","15639",2021-08-08,0,"",2021-12-03,2021-08-08
"S191_S","15639",2021-08-09,0,"",2021-12-03,2021-08-09
"S191_S","15639",2021-08-10,0,"",2021-12-03,2021-08-10
"S191_S","15639",2021-08-11,0,"",2021-12-03,2021-08-11
"S191_S","15639",2021-08-12,0,"",2021-12-03,2021-08-12
"S191_S","15639",2021-08-13,12.12,"",2021-12-03,2021-08-13
"S191_S","15639",2021-08-14,323.65,"",2021-12-03,2021-08-14
"S191_S","15639",2021-08-15,360.35,"",2021-12-03,2021-08-15
"S191_S","15639",2021-08-16,50.11,"",2021-12-03,2021-08-16
"S191_S","15639",2021-08-17,77.45,"",2021-12-03,2021-08-17
"S191_S","15639",2021-08-18,0,"",2021-12-03,2021-08-18
"S191_S","15639",2021-08-19,0,"",2021-12-03,2021-08-19
"S191_S","15639",2021-08-20,0,"",2021-12-03,2021-08-20
"S191_S","15639",2021-08-21,0,"",2021-12-03,2021-08-21
"S191_S","15639",2021-08-22,0,"",2021-12-03,2021-08-22
"S191_S","15639",2021-08-23,0,"",2021-12-03,2021-08-23
"S191_S","15639",2021-08-24,0,"",2021-12-03,2021-08-24
"S191_S","15639",2021-08-25,0,"",2021-12-03,2021-08-25
"S191_S","15639",2021-08-26,0,"",2021-12-03,2021-08-26
"S191_S","15639",2021-08-27,0,"",2021-12-03,2021-08-27
"S191_S","15639",2021-08-28,0,"",2021-12-03,2021-08-28
"S191_S","15639",2021-08-29,98.06,"",2021-12-03,2021-08-29
"S191_S","15639",2021-08-30,0,"",2021-12-03,2021-08-30
"S191_S","15639",2021-08-31,0,"",2021-12-03,2021-08-31
"S191_S","15639",2021-09-01,0,"",2021-12-03,2021-09-01
"S191_S","15639",2021-09-02,0,"",2021-12-03,2021-09-02
"S191_S","15639",2021-09-03,0,"",2021-12-03,2021-09-03
"S191_S","15639",2021-09-04,0,"",2021-12-03,2021-09-04
"S191_S","15639",2021-09-05,0,"",2021-12-03,2021-09-05
"S191_S","15639",2021-09-06,0,"",2021-12-03,2021-09-06
"S191_S","15639",2021-09-07,0,"",2021-12-03,2021-09-07
"S191_S","15639",2021-09-08,0,"",2021-12-03,2021-09-08
"S191_S","15639",2021-09-09,0,"",2021-12-03,2021-09-09
"S191_S","15639",2021-09-10,0,"",2021-12-03,2021-09-10
"S191_S","15639",2021-09-11,0,"",2021-12-03,2021-09-11
"S191_S","15639",2021-09-12,168.65,"",2021-12-03,2021-09-12
"S191_S","15639",2021-09-13,115.3,"",2021-12-03,2021-09-13
"S191_S","15639",2021-09-14,0,"",2021-12-03,2021-09-14
"S191_S","15639",2021-09-15,0,"",2021-12-03,2021-09-15
"S191_S","15639",2021-09-16,119.2,"",2021-12-03,2021-09-16
"S191_S","15639",2021-09-17,0,"",2021-12-03,2021-09-17
"S191_S","15639",2021-09-18,0,"",2021-12-03,2021-09-18
"S191_S","15639",2021-09-19,0,"",2021-12-03,2021-09-19
"S191_S","15639",2021-09-20,0,"",2021-12-03,2021-09-20
"S191_S","15639",2021-09-21,0,"",2021-12-03,2021-09-21
"S191_S","15639",2021-09-22,29.18,"",2021-12-03,2021-09-22
"S191_S","15639",2021-09-23,238.84,"",2021-12-03,2021-09-23
"S191_S","15639",2021-09-24,739.24,"",2021-12-03,2021-09-24
"S191_S","15639",2021-09-25,367.89,"",2021-12-03,2021-09-25
"S191_S","15639",2021-09-26,219.72,"",2021-12-03,2021-09-26
"S191_S","15639",2021-09-27,11.48,"",2021-12-03,2021-09-27
"S191_S","15639",2021-09-28,0,"",2021-12-03,2021-09-28
"S191_S","15639",2021-09-29,0,"",2021-12-03,2021-09-29
"S191_S","15639",2021-09-30,0,"",2021-12-03,2021-09-30
"S191_S","15639",2021-10-01,0,"",2022-03-04,2021-10-01
"S191_S","15639",2021-10-02,0,"",2022-03-04,2021-10-02
"S191_S","15639",2021-10-03,0,"",2022-03-04,2021-10-03
"S191_S","15639",2021-10-04,0,"",2022-03-04,2021-10-04
"S191_S","15639",2021-10-05,0,"",2022-03-04,2021-10-05
"S191_S","15639",2021-10-06,0,"",2022-03-04,2021-10-06
"S191_S","15639",2021-10-07,0,"",2022-03-04,2021-10-07
"S191_S","15639",2021-10-08,0,"",2022-03-04,2021-10-08
"S191_S","15639",2021-10-09,326.17,"",2022-03-04,2021-10-09
"S191_S","15639",2021-10-10,448.93,"",2022-03-04,2021-10-10
"S191_S","15639",2021-10-11,264.62,"",2022-03-04,2021-10-11
"S191_S","15639",2021-10-12,241.13,"",2022-03-04,2021-10-12
"S191_S","15639",2021-10-13,144.97,"",2022-03-04,2021-10-13
"S191_S","15639",2021-10-14,199.68,"",2022-03-04,2021-10-14
"S191_S","15639",2021-10-15,109.78,"",2022-03-04,2021-10-15
"S191_S","15639",2021-10-16,106.52,"",2022-03-04,2021-10-16
"S191_S","15639",2021-10-17,110.85,"",2022-03-04,2021-10-17
"S191_S","15639",2021-10-18,48.93,"",2022-03-04,2021-10-18
"S191_S","15639",2021-10-19,0,"",2022-03-04,2021-10-19
"S191_S","15639",2021-10-20,43.09,"",2022-03-04,2021-10-20
"S191_S","15639",2021-10-21,67.09,"",2022-03-04,2021-10-21
"S191_S","15639",2021-10-22,10.49,"",2022-03-04,2021-10-22
"S191_S","15639",2021-10-23,0,"",2022-03-04,2021-10-23
"S191_S","15639",2021-10-24,49.01,"",2022-03-04,2021-10-24
"S191_S","15639",2021-10-25,133.09,"",2022-03-04,2021-10-25
"S191_S","15639",2021-10-26,105.13,"",2022-03-04,2021-10-26
"S191_S","15639",2021-10-27,36.16,"",2022-03-04,2021-10-27
"S191_S","15639",2021-10-28,10.7,"",2022-03-04,2021-10-28
"S191_S","15639",2021-10-29,86.4,"",2022-03-04,2021-10-29
"S191_S","15639",2021-10-30,0,"",2022-03-04,2021-10-30
"S191_S","15639",2021-10-31,73.57,"",2022-03-04,2021-10-31
"S191_S","15639",2021-11-01,10.45,"",2022-03-04,2021-11-01
"S191_S","15639",2021-11-02,0,"",2022-03-04,2021-11-02
"S191_S","15639",2021-11-03,0,"",2022-03-04,2021-11-03
"S191_S","15639",2021-11-04,0,"",2022-03-04,2021-11-04
"S191_S","15639",2021-11-05,0,"",2022-03-04,2021-11-05
"S191_S","15639",2021-11-06,302.69,"",2022-03-04,2021-11-06
"S191_S","15639",2021-11-07,185.46,"",2022-03-04,2021-11-07
"S191_S","15639",2021-11-08,129.67,"E",2022-03-04,2021-11-08
"S191_S","15639",2021-11-09,37.8,"",2022-03-04,2021-11-09
"S191_S","15639",2021-11-10,124.95,"",2022-03-04,2021-11-10
"S191_S","15639",2021-11-11,0,"",2022-03-04,2021-11-11
"S191_S","15639",2021-11-12,122.03,"",2022-03-04,2021-11-12
"S191_S","15639",2021-11-13,0,"",2022-03-04,2021-11-13
"S191_S","15639",2021-11-14,0,"",2022-03-04,2021-11-14
"S191_S","15639",2021-11-15,0,"",2022-03-04,2021-11-15
"S191_S","15639",2021-11-16,0,"",2022-03-04,2021-11-16
"S191_S","15639",2021-11-17,0,"",2022-03-04,2021-11-17
"S191_S","15639",2021-11-18,0,"",2022-03-04,2021-11-18
"S191_S","15639",2021-11-19,0,"",2022-03-04,2021-11-19
"S191_S","15639",2021-11-20,0,"",2022-03-04,2021-11-20
"S191_S","15639",2021-11-21,0,"",2022-03-04,2021-11-21
"S191_S","15639",2021-11-22,69.33,"",2022-03-04,2021-11-22
"S191_S","15639",2021-11-23,11.99,"",2022-03-04,2021-11-23
"S191_S","15639",2021-11-24,0,"",2022-03-04,2021-11-24
"S191_S","15639",2021-11-25,0,"",2022-03-04,2021-11-25
"S191_S","15639",2021-11-26,0,"",2022-03-04,2021-11-26
"S191_S","15639",2021-11-27,0,"",2022-03-04,2021-11-27
"S191_S","15639",2021-11-28,0,"",2022-03-04,2021-11-28
"S191_S","15639",2021-11-29,0,"",2022-03-04,2021-11-29
"S191_S","15639",2021-11-30,0,"",2022-03-04,2021-11-30
"S191_S","15639",2021-12-01,0,"",2022-03-04,2021-12-01
"S191_S","15639",2021-12-02,95.05,"",2022-03-04,2021-12-02
"S191_S","15639",2021-12-03,12.1,"",2022-03-04,2021-12-03
"S191_S","15639",2021-12-04,0,"",2022-03-04,2021-12-04
"S191_S","15639",2021-12-05,0,"",2022-03-04,2021-12-05
"S191_S","15639",2021-12-06,0,"",2022-03-04,2021-12-06
"S191_S","15639",2021-12-07,0,"",2022-03-04,2021-12-07
"S191_S","15639",2021-12-08,0,"",2022-03-04,2021-12-08
"S191_S","15639",2021-12-09,0,"",2022-03-04,2021-12-09
"S191_S","15639",2021-12-10,0,"",2022-03-04,2021-12-10
"S191_S","15639",2021-12-11,0,"",2022-03-04,2021-12-11
"S191_S","15639",2021-12-12,0,"",2022-03-04,2021-12-12
"S191_S","15639",2021-12-13,0,"",2022-03-04,2021-12-13
"S191_S","15639",2021-12-14,0,"",2022-03-04,2021-12-14
"S191_S","15639",2021-12-15,104.09,"",2022-03-04,2021-12-15
"S191_S","15639",2021-12-16,0,"",2022-03-04,2021-12-16
"S191_S","15639",2021-12-17,0,"",2022-03-04,2021-12-17
"S191_S","15639",2021-12-18,0,"",2022-03-04,2021-12-18
"S191_S","15639",2021-12-19,0,"",2022-03-04,2021-12-19
"S191_S","15639",2021-12-20,0,"",2022-03-04,2021-12-20
"S191_S","15639",2021-12-21,0,"",2022-03-04,2021-12-21
"S191_S","15639",2021-12-22,0,"",2022-03-04,2021-12-22
"S191_S","15639",2021-12-23,0,"",2022-03-04,2021-12-23
"S191_S","15639",2021-12-24,0,"",2022-03-04,2021-12-24
"S191_S","15639",2021-12-25,0,"",2022-03-04,2021-12-25
"S191_S","15639",2021-12-26,0,"",2022-03-04,2021-12-26
"S191_S","15639",2021-12-27,0,"",2022-03-04,2021-12-27
"S191_S","15639",2021-12-28,0,"",2022-03-04,2021-12-28
"S191_S","15639",2021-12-29,0,"",2022-03-04,2021-12-29
"S191_S","15639",2021-12-30,0,"",2022-03-04,2021-12-30
"S191_S","15639",2021-12-31,0,"",2022-03-04,2021-12-31
"S191_S","15639",2022-01-01,0,"",2022-05-17,2022-01-01
"S191_S","15639",2022-01-02,0,"",2022-05-17,2022-01-02
"S191_S","15639",2022-01-03,0,"",2022-05-17,2022-01-03
